needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Спагетти с креветками,Спагетти с креветками,Спагетти с сочными креветками в нежном томатно-сливочном соусе с каперсами и оливками.,Креветкалармен спагетти,"Сочни креветкалармен томат-крем соусында, каперс және оливкалармен әзірленген спагетти.",Spaghetti with shrimp,Spaghetti with juicy shrimp in a delicate tomato-cream sauce with capers and olives.
Спагетти Болоньезе,Спагетти Болоньезе,Спагетти из твердых сортов пшеницы под соусом Болоньезе,Болоньезе соусымен спагетти,Қатты бидай спагеттиі Болоньезе соусымен беріледі.,Spaghetti Bolognese,Hard wheat spaghetti served with Bolognese sauce.
Чечил 100 гр,Чечил,"Мягкий, соленый сыр с нежной текстурой, сочетается с пивом, создавая идеальное сочетание для закуски.",Чечил,"Жұмсақ, тұзды ірімшік нәзік текстурасымен, сырамен тамаша үйлесіп, идеалды жеңсік тағам құрайды.",Chechil,"Soft, salty cheese with a delicate texture, pairs perfectly with beer, creating an ideal snack combination."
Фисташки 70 гр,Фисташки,"Ароматные, соленые орехи с насыщенным вкусом, идеально подходят к пиву, придавая закуске пикантность.",Фисташкалар,"Хош иісті, тұзды жаңғақтар дәмді қоспамен сыраға өте жақсы келеді, дәмділікті қосады.",Pistachios,"Aromatic, salty nuts with a rich flavor, perfect with beer, adding a spicy kick to the snack."
Арахис 70 гр,Арахис,"Хрустящие орехи с легкой солью, являются отличным дополнением к пиву, прекрасно раскрывая его вкус.",Арахис,"Қытырлақ жаңғақтар жеңіл тұздалған, сыраға керемет қосымша болып табылады, оның дәмін әдемі ашады.",Peanuts,"Crispy nuts with a light salt, an excellent complement to beer, beautifully enhancing its taste."
Восточные сладости ,Восточные сладости ,"Ассорти из благородных сыров с орехами, виноградом и медом — идеальное сочетание сладкого и солёного.",Шығыс тәттілері,"Аса бағалы ірімшіктердің ассортименті жаңғақтармен, жүзіммен және балмен — тәтті мен тұздының тамаша үйлесімі.",Eastern sweets,"Assorted noble cheeses with nuts, grapes, and honey — the perfect blend of sweet and salty."
Хлебная корзина,Хлебная корзина,"Хрустящая хлебная корзина с тартином, чиабаттой и черным хлебом — идеальное дополнение к любому блюду.",Нан себеті,"Қытырлақ нан себеті, тартинмен, чиабаттамен және қара нанмен — кез келген тағамға тамаша қосымша.",Bread basket,"Crispy bread basket with tartine, ciabatta, and black bread — a perfect addition to any dish."
Оливье с говяжьей ветчиной,Оливье с говяжьей ветчиной,"Классический салат Оливье с говяжьей ветчиной, заправленный домашним айоли и свежей зеленью.",Оливье сиыр етінен жасалған ветчинамен,"Классикалық Оливье салаты сиыр шұжығымен, үйде дайындалған айоли және жаңа көкөністермен әшекейленеді.",Olivier with beef ham,"Classic Olivier salad with beef ham, dressed with homemade aioli and fresh herbs."
Рамен с говядиной,Рамен с говядиной,"Ароматный говяжий рамен с копчёной говядиной, яйцом и овощами в пряном бульоне с насыщенным вкусом.",Рамен сиыр етімен,"Ароматты сиыр рамені ысталған сиыр етімен, жұмыртқамен және көкөністермен ащы сорпада беріледі.",Ramen with beef,"Aromatic beef ramen with smoked beef, egg, and vegetables in a spicy broth with a rich taste."
Рамен с курицей,Рамен с курицей,"Японский суп с пшеничной лапшой, куриным филе, грибами шиитаке и сыром тофу",Рамен тауықпен,"Жапондық сорпа бидайлы лапшамен, тауық филесімен, шиитаке саңырауқұлақтарымен және тофу ірімшігімен дайындалады.",Ramen with chicken,"Japanese soup with wheat noodles, chicken fillet, shiitake mushrooms, and tofu cheese."
Турецкий завтрак,Турецкий завтрак,"Сытный завтрак с яйцами, томатами конкасе, шпинатом и зеленым луком",Түрік таңғы асы,"Дәмді таңғы ас жұмыртқамен, томат конкассесімен, шпинатпен және жасыл пиязбен.",Turkish breakfast,"Hearty breakfast with eggs, concasse tomatoes, spinach, and green onions."
Зеленый боул,Зеленый боул,"Питательный боул с яйцом, кремом из оливок, шпинатом, кабачками, брокколи, авокадо и попкорном из киноа",Жасыл боул,"Қуаттандыратын боул жұмыртқамен, зәйтүн кремімен, шпинатпен, асқабақпен, брокколи мен авокадомен және киноа попкорнымен.",Green bowl,"Nutritious bowl with egg, olive cream, spinach, zucchini, broccoli, avocado, and quinoa popcorn."
Кесадилья с цыпленком,Кесадилья с цыпленком,Закуска из тонкой пшеничной лепешки с сочной пикантной начинкой из сыра и курицы с добавлением перца светофор и халапеньо,Цыпленокпен кесадилья,"Таңғажайып пшеничті жұқа лепешка, дәмді, ащы ірімшік және тауық етімен, тәтті бұрыш пен халапеньо қосылған дәмді толтырылған тағам.",Chicken quesadilla,"Snack of thin wheat flatbread with a juicy spicy filling of cheese and chicken, with the addition of bell pepper and jalapeño."
Рис на пару,Рис на пару,"Рис, приготовленный на пару",Бумен піскен рис,Бумен пісірілген күріш.,Steamed rice,Steamed rice.
Гречка,Гречка,"Ароматная гречка, приготовленная на сливочном масле",Гречка,Маймен пісірілген хош иісті қарақұмық.,Buckwheat,Fragrant buckwheat cooked in butter.
Картофель с грибами,Картофель с грибами,Обжаренный картофель с ароматными грибами и луком — простое и любимое сочетание вкусов.,Картоп саңырауқұлақтармен,Қуыруда картоп саңырауқұлақтар мен пиязбен — қарапайым әрі сүйікті дәмдер үйлесімі.,Potatoes with mushrooms,Fried potatoes with aromatic mushrooms and onions — a simple and beloved flavor combination.
Поке с лососем,Поке с лососем,"Свежий рис с лососем, авокадо, чуккой, ананасом и ореховой заправкой.",Лососем поке,"Жаңа күріш лосось, авокадо, чука, ананас және жаңғақ соусымен.",Poke with salmon,"Fresh rice with salmon, avocado, chuka, pineapple, and nut dressing."
Бургер Чайла ,Бургер Чайла ,Фирменный бургер с говяжьей котлетой собственного приготовления из мраморной говядины. Подается с картофелем фри,Чайла бургері,Өзіміздің мраморлы сиыр етінен жасалған котлетпен фишбургер. Картофель фриімен беріледі.,Chayla burger,Signature burger with a beef patty made from marbled beef. Served with French fries.
Донер с цыпленком,Донер с цыпленком,"Фирменный донер с курицей, маринованными огурцами и фри, подается с картофелем фри и кетчупом.",Цыпленокпен донер,"Тауық етінен жасалған донер, тұздалған қиярмен және фри, картофель фриі мен кетчуппен беріледі.",Chicken doner,"Signature doner with chicken, pickled cucumbers, and fries, served with French fries and ketchup."
Жареный рис с цыпленком,Жареный рис с цыпленком,"Жареный в терияки соусе рис с яйцом, подается с куриным филе и чесночными чипсами",Цыпленокпен қуырылған рис,"Терияки соусында қуырылған күріш, жұмыртқамен, тауық филесімен және сарымсақ чипсыларымен.",Fried rice with chicken,"Fried rice in teriyaki sauce with egg, served with chicken fillet and garlic chips."
Лосось на гриле,Лосось на гриле,Нежнейший стейк норвежского лосося на гриле в соусе терияке с рисом и шпинатом,Грильде пісірілген лосось,"Терияки соусында грильде пісірілген Норвегия лососының нәзік стейкі, күріш пен шпинатпен.",Grilled salmon,Tender grilled Norwegian salmon steak in teriyaki sauce with rice and spinach.
Рибай с перечным соусом,Рибай с перечным соусом,"Сочный стейк из мраморной говядины с перечным соусом, подается в разрезанном виде с луком сибулет",Рибай бұрышты соуспен,"Қызғылт мармеладты сиыр етінің шырынды стейкі, бұрыш соусымен, пиязбен бірге қиылған күйде беріледі.",Ribeye with pepper sauce,"Juicy marbled beef steak with pepper sauce, served sliced with chives."
Соте из морепродуктов,Соте из морепродуктов,"Соте из морепродуктов с креветками, кальмарами, мидиями, вонголе и анчоусами, приготовленное с луком шалот, оливками и каперсами на сливочном масле, украшено петрушкой и луком сибулет.",Теңіз өнімдерінен соте,"Теңіз өнімдерінен жасалған соте, креветкалармен, кальмарлармен, мидиялармен, вонголе мен анчоустармен, шалот пиязымен, оливкалармен және каперспен сары майда пісірілген, ақжелкен және пиязбен әшекейленеді.",Seafood saute,"Seafood saute with shrimp, squid, mussels, vongole, and anchovies, cooked with shallots, olives, and capers in butter, garnished with parsley and chives."
Удон с цыпленком,Удон с цыпленком,Лапша удон с панированным цыпленком и грибами вешанки под устричным соусом,Цыпленокпен удон,"Удон лапшасы, панировкамен тауық және шиитаке саңырауқұлақтарымен устрица соусында.",Udon with chicken,Udon noodles with breaded chicken and oyster sauce with enoki mushrooms.
Фитнес боул с курицей и киноа,Фитнес боул с курицей и киноа,"Белковый фитнес боул с обжаренной курочкой, киноа и авокадо",Тауық және киноамен фитнес боулы,"Тауық еті, киноа және авокадомен қуырылған фитнес боул.",Fitness bowl with chicken and quinoa,"Protein fitness bowl with grilled chicken, quinoa, and avocado."
Чикен бургер,Чикен бургер,Классический бургер с сочной котлетой из цыпленка,Чикен бургер,Құрама тауық котлетімен классикалық бургер.,Chicken burger,Classic burger with a juicy chicken patty.
Пенне Арабьята,Пенне Арабьята,Пенне под соусом из микса спелых томатов с базиликом,Пенне Арабьята,Жалпы томаттар мен базиликадан жасалған соуспен Пенне.,Penne Arrabbiata,Penne served with a sauce made from a mix of ripe tomatoes and basil.
